Entity,Code,Day,p_proj_all_ages
Italy,ITA,2021-02-07,5.78
Italy,ITA,2021-02-14,-0.02
Italy,ITA,2021-02-21,5.64
Italy,ITA,2021-02-28,3.87
Italy,ITA,2021-03-07,6.66
Italy,ITA,2021-03-14,12.74
Italy,ITA,2021-03-21,18.16
Italy,ITA,2021-03-28,26.18
Italy,ITA,2021-04-04,26.21
Italy,ITA,2021-04-11,23.2
Italy,ITA,2021-04-18,20.77
Italy,ITA,2021-04-25,22.11
Italy,ITA,2021-05-02,17.12
Italy,ITA,2021-05-09,10.75
Italy,ITA,2021-05-16,7.4
Italy,ITA,2021-05-23,8.46
Italy,ITA,2021-05-30,5.81
Italy,ITA,2021-06-06,7.56
Italy,ITA,2021-06-13,4.34
Italy,ITA,2021-06-20,3.77
Italy,ITA,2021-06-27,15.36
Italy,ITA,2021-07-04,10.67
Italy,ITA,2021-07-11,4.82
Italy,ITA,2021-07-18,-0.3
Italy,ITA,2021-07-25,4.41
Italy,ITA,2021-08-01,7.95
Italy,ITA,2021-08-08,7.23
Italy,ITA,2021-08-15,13.22
Italy,ITA,2021-08-22,13.73
Italy,ITA,2021-08-29,10.49
Italy,ITA,2021-09-05,10.47
Italy,ITA,2021-09-12,13.47
Italy,ITA,2021-09-19,13.68
Italy,ITA,2021-09-26,6.9
Italy,ITA,2021-10-03,5.24
Italy,ITA,2021-10-10,1.48
Italy,ITA,2021-10-17,6.56
Italy,ITA,2021-10-24,12.43
Italy,ITA,2021-10-31,7.81
Italy,ITA,2021-11-07,10.45
Italy,ITA,2021-11-14,8.06
Italy,ITA,2021-11-21,6.17
Italy,ITA,2021-11-28,5.51
Italy,ITA,2021-12-05,14.54
Italy,ITA,2021-12-12,14.07
Italy,ITA,2021-12-19,16.2
Italy,ITA,2021-12-26,13.96
Italy,ITA,2022-01-02,8.06
Italy,ITA,2022-01-09,3.94
Italy,ITA,2022-01-16,8.03
Italy,ITA,2022-01-23,10.4
Italy,ITA,2022-01-30,16.5
Italy,ITA,2022-02-06,13.98
Italy,ITA,2022-02-13,8.88
Italy,ITA,2022-02-20,3.66
Italy,ITA,2022-02-27,0.06
Italy,ITA,2022-03-06,0.86
Italy,ITA,2022-03-13,4.22
Italy,ITA,2022-03-20,6.79
Italy,ITA,2022-03-27,8.2
Italy,ITA,2022-04-03,9.68
Italy,ITA,2022-04-10,11.37
Italy,ITA,2022-04-17,11.8
Italy,ITA,2022-04-24,9.59
Italy,ITA,2022-05-01,9.1
Italy,ITA,2022-05-08,9.48
Italy,ITA,2022-05-15,10.12
Italy,ITA,2022-05-22,11.35
Italy,ITA,2022-05-29,8.53
Italy,ITA,2022-06-05,5.05
Italy,ITA,2022-06-12,2.71
Italy,ITA,2022-06-19,6.63
Italy,ITA,2022-06-26,11.69
Italy,ITA,2022-07-03,18.76
Italy,ITA,2022-07-10,22.52
Italy,ITA,2022-07-17,15.56
Italy,ITA,2022-07-24,36.86
Italy,ITA,2022-07-31,35.51
Italy,ITA,2022-08-07,24.28
Italy,ITA,2022-08-14,8.33
Italy,ITA,2022-08-21,11.06
Italy,ITA,2022-08-28,9.45
Italy,ITA,2022-09-04,7.49
Italy,ITA,2022-09-11,11.34
Italy,ITA,2022-09-18,8.38
Italy,ITA,2022-09-25,5.65
Italy,ITA,2022-10-02,10.87
Italy,ITA,2022-10-09,11.13
Italy,ITA,2022-10-16,5.66
Italy,ITA,2022-10-23,7.97
Italy,ITA,2022-10-30,6.41
Italy,ITA,2022-11-06,5.13
Italy,ITA,2022-11-13,9.18
Italy,ITA,2022-11-20,12.77
Italy,ITA,2022-11-27,13.68
Italy,ITA,2022-12-04,21.51
Italy,ITA,2022-12-11,21.78
Italy,ITA,2022-12-18,20.43
Italy,ITA,2022-12-25,15.74
Italy,ITA,2023-01-01,11.63
Italy,ITA,2023-01-08,0.44
Italy,ITA,2023-01-15,-3.76
Italy,ITA,2023-01-22,-3.75
Italy,ITA,2023-01-29,0.74
Italy,ITA,2023-02-05,0.95
Italy,ITA,2023-02-12,3.96
Italy,ITA,2023-02-19,7.11
Italy,ITA,2023-02-26,2.13
Italy,ITA,2023-03-05,-4.47
Italy,ITA,2023-03-12,-0.59
Italy,ITA,2023-03-19,-4.37
Italy,ITA,2023-03-26,-1.53
Italy,ITA,2023-04-02,-3.5
Italy,ITA,2023-04-09,-1.92
Italy,ITA,2023-04-16,4.3
Italy,ITA,2023-04-23,5.69
Italy,ITA,2023-04-30,2.35
Italy,ITA,2023-05-07,0.45
Italy,ITA,2023-05-14,-2.53
Italy,ITA,2023-05-21,-1.8
Italy,ITA,2023-05-28,3.82
Italy,ITA,2023-06-04,-0.79
Italy,ITA,2023-06-11,-4.04
Italy,ITA,2023-06-18,-5.03
Italy,ITA,2023-06-25,3.98
Italy,ITA,2023-07-02,-3.24
Italy,ITA,2023-07-09,-4.21
Italy,ITA,2023-07-16,0.82
Italy,ITA,2023-07-23,17.71
Italy,ITA,2023-07-30,10.95
Italy,ITA,2023-08-06,-3.95
Italy,ITA,2023-08-13,-11.52
Italy,ITA,2023-08-20,1.28
Italy,ITA,2023-08-27,16.59
Jamaica,JAM,2020-01-31,-7.42
Jamaica,JAM,2020-02-29,-9.04
Jamaica,JAM,2020-03-31,-8.78
Jamaica,JAM,2020-04-30,-2.79
Jamaica,JAM,2020-05-31,-5.53
Jamaica,JAM,2020-06-30,-3.42
Jamaica,JAM,2020-07-31,-5.67
Jamaica,JAM,2020-08-31,7.57
Jamaica,JAM,2020-09-30,10.02
Jamaica,JAM,2020-10-31,6.59
Jamaica,JAM,2020-11-30,7.26
Jamaica,JAM,2020-12-31,9.21
Jamaica,JAM,2021-01-31,-2.32
Jamaica,JAM,2021-02-28,11.63
Jamaica,JAM,2021-03-31,43.9
Jamaica,JAM,2021-04-30,22.71
Jamaica,JAM,2021-05-31,9.25
Jamaica,JAM,2021-06-30,-2.38
Jamaica,JAM,2021-07-31,-3.82
Jamaica,JAM,2021-08-31,89.61
Jamaica,JAM,2021-09-30,130.86
Jamaica,JAM,2021-10-31,28.61
Jamaica,JAM,2021-11-30,1.16
Japan,JPN,2020-01-31,-5.57
Japan,JPN,2020-02-29,-4.46
Japan,JPN,2020-03-31,-3.9
Japan,JPN,2020-04-30,-0.81
Japan,JPN,2020-05-31,-3.17
Japan,JPN,2020-06-30,-3.39
Japan,JPN,2020-07-31,-3.9
Japan,JPN,2020-08-31,0.25
Japan,JPN,2020-09-30,-1.02
Japan,JPN,2020-10-31,0.77
Japan,JPN,2020-11-30,-1.4
Japan,JPN,2020-12-31,3.06
Japan,JPN,2021-01-31,-1.17
Japan,JPN,2021-02-28,-4.47
Japan,JPN,2021-03-31,-1.97
Japan,JPN,2021-04-30,1.55
Japan,JPN,2021-05-31,4.07
Japan,JPN,2021-06-30,2.56
Japan,JPN,2021-07-31,0.94
Japan,JPN,2021-08-31,3.9
Japan,JPN,2021-09-30,4.57
Japan,JPN,2021-10-31,1.32
Japan,JPN,2021-11-30,0.49
Japan,JPN,2021-12-31,2.07
Japan,JPN,2022-01-31,-0.41
Japan,JPN,2022-02-28,9.36
Japan,JPN,2022-03-31,8.92
Japan,JPN,2022-04-30,2.84
Japan,JPN,2022-05-31,4.65
Japan,JPN,2022-06-30,3.53
Japan,JPN,2022-07-31,3.81
Japan,JPN,2022-08-31,17.49
Japan,JPN,2022-09-30,12.71
Japan,JPN,2022-10-31,8.71
Japan,JPN,2022-11-30,8.09
Japan,JPN,2022-12-31,18.75
Japan,JPN,2023-01-31,15.21
Japan,JPN,2023-02-28,5.56
Japan,JPN,2023-03-31,3.03
Japan,JPN,2023-04-30,2.1
Japan,JPN,2023-05-31,3.43
Japan,JPN,2023-06-30,3.03
Japan,JPN,2023-07-31,4.51
Japan,JPN,2023-08-31,11.33
Japan,JPN,2023-09-30,10.85
Jordan,JOR,2020-01-31,11.39
Jordan,JOR,2020-02-29,4.96
Jordan,JOR,2020-03-31,1.86
Jordan,JOR,2020-04-30,-7.06
Jordan,JOR,2020-05-31,6.19
Jordan,JOR,2020-06-30,-1.1
Jordan,JOR,2020-07-31,-4.49
Jordan,JOR,2020-08-31,-2.18
Jordan,JOR,2020-09-30,3.59
Jordan,JOR,2020-10-31,42.11
Jordan,JOR,2020-11-30,101.03
Jordan,JOR,2020-12-31,25.33
Jordan,JOR,2021-01-31,8.83
Jordan,JOR,2021-02-28,18.23
Jordan,JOR,2021-03-31,121.93
Jordan,JOR,2021-04-30,106.34
Jordan,JOR,2021-05-31,39.56
Jordan,JOR,2021-06-30,18.45
Jordan,JOR,2021-07-31,17.53
Jordan,JOR,2021-08-31,21.59
Jordan,JOR,2021-09-30,7.8
Jordan,JOR,2021-10-31,7.32
Jordan,JOR,2021-11-30,25.35
Jordan,JOR,2021-12-31,43.87
Jordan,JOR,2022-01-31,21.78
Jordan,JOR,2022-02-28,37.77
Jordan,JOR,2022-03-31,18.52
Jordan,JOR,2022-04-30,2.62
Jordan,JOR,2022-05-31,-2.61
Jordan,JOR,2022-06-30,-1.46
Jordan,JOR,2022-07-31,-0.69
Jordan,JOR,2022-08-31,1.32
Jordan,JOR,2022-09-30,-5.77
Jordan,JOR,2022-10-31,-9.08
Jordan,JOR,2022-11-30,-1.33
Jordan,JOR,2022-12-31,-0.51
Kazakhstan,KAZ,2020-01-31,-3.31
Kazakhstan,KAZ,2020-02-29,2.61
Kazakhstan,KAZ,2020-03-31,-23
Kazakhstan,KAZ,2020-04-30,-60.07
Kazakhstan,KAZ,2020-05-31,28.32
Kazakhstan,KAZ,2020-06-30,37.61
Kazakhstan,KAZ,2020-07-31,142.05
Kazakhstan,KAZ,2020-08-31,68.72
Kazakhstan,KAZ,2020-09-30,28.85
Kazakhstan,KAZ,2020-10-31,12.41
Kazakhstan,KAZ,2020-11-30,15.51
Kazakhstan,KAZ,2020-12-31,21.73
Kazakhstan,KAZ,2021-01-31,1.44
Kazakhstan,KAZ,2021-02-28,5.58
Kazakhstan,KAZ,2021-03-31,12.58
Kazakhstan,KAZ,2021-04-30,19.43
Kazakhstan,KAZ,2021-05-31,26.61
Kazakhstan,KAZ,2021-06-30,18.47
Kazakhstan,KAZ,2021-07-31,43.11
Kazakhstan,KAZ,2021-08-31,129.66
Kazakhstan,KAZ,2021-09-30,87.76
Kazakhstan,KAZ,2021-10-31,43.66
Kazakhstan,KAZ,2021-11-30,47.52
Kazakhstan,KAZ,2021-12-31,29.12
Kazakhstan,KAZ,2022-01-31,7.57
Kazakhstan,KAZ,2022-02-28,29.85
Kazakhstan,KAZ,2022-03-31,-0.68
Kazakhstan,KAZ,2022-04-30,-14.37
Kazakhstan,KAZ,2022-05-31,-4.28
Kazakhstan,KAZ,2022-06-30,-1.81
Kazakhstan,KAZ,2022-07-31,-9.14
Kazakhstan,KAZ,2022-08-31,9.57
Kazakhstan,KAZ,2022-09-30,-3.94
Kazakhstan,KAZ,2022-10-31,-6.21
Kazakhstan,KAZ,2022-11-30,0.71
Kazakhstan,KAZ,2022-12-31,8.42
Kazakhstan,KAZ,2023-01-31,-1.7
Kazakhstan,KAZ,2023-02-28,-9.24
Kazakhstan,KAZ,2023-03-31,-2.95
Kazakhstan,KAZ,2023-04-30,-15.19
Kazakhstan,KAZ,2023-05-31,-1.3
Kazakhstan,KAZ,2023-06-30,-5.5
Kazakhstan,KAZ,2023-07-31,-4.12
Kazakhstan,KAZ,2023-08-31,4.6
Kazakhstan,KAZ,2023-09-30,-5.08
Kazakhstan,KAZ,2023-10-31,-0.42
Kosovo,OWID_KOS,2020-01-31,1.82
Kosovo,OWID_KOS,2020-02-29,-1.11
Kosovo,OWID_KOS,2020-03-31,-2
Kosovo,OWID_KOS,2020-04-30,-6.64
Kosovo,OWID_KOS,2020-05-31,6.21
Kosovo,OWID_KOS,2020-06-30,14.2
Kosovo,OWID_KOS,2020-07-31,90.54
Kosovo,OWID_KOS,2020-08-31,81.24
Kosovo,OWID_KOS,2020-09-30,20.97
Kosovo,OWID_KOS,2020-10-31,21.24
Kosovo,OWID_KOS,2020-11-30,103.03
Kosovo,OWID_KOS,2020-12-31,87.93
Kosovo,OWID_KOS,2021-01-31,36.92
Kosovo,OWID_KOS,2021-02-28,20.08
Kosovo,OWID_KOS,2021-03-31,54.71
Kosovo,OWID_KOS,2021-04-30,63.93
Kosovo,OWID_KOS,2021-05-31,15.51
Kosovo,OWID_KOS,2021-06-30,5.39
Kosovo,OWID_KOS,2021-07-31,0.52
Kosovo,OWID_KOS,2021-08-31,58.25
Kosovo,OWID_KOS,2021-09-30,96.54
Kosovo,OWID_KOS,2021-10-31,6.79
Kosovo,OWID_KOS,2021-11-30,-1.91
Kosovo,OWID_KOS,2021-12-31,13.45
Kosovo,OWID_KOS,2022-01-31,-4.16
Kosovo,OWID_KOS,2022-02-28,14.33
Kosovo,OWID_KOS,2022-03-31,-14.97
Kosovo,OWID_KOS,2022-04-30,-11.76
Kosovo,OWID_KOS,2022-05-31,-11.31
Kosovo,OWID_KOS,2022-06-30,-19.71
Kosovo,OWID_KOS,2022-07-31,-7.73
Kosovo,OWID_KOS,2022-08-31,-14.24
Kosovo,OWID_KOS,2022-09-30,-17.71
Kosovo,OWID_KOS,2022-10-31,-14.39
Kosovo,OWID_KOS,2022-11-30,-11.2
Kosovo,OWID_KOS,2022-12-31,-18.26
Kosovo,OWID_KOS,2023-01-31,-9.62
Kosovo,OWID_KOS,2023-02-28,-11.48
Kosovo,OWID_KOS,2023-03-31,-17.24
Kosovo,OWID_KOS,2023-04-30,-13.46
Kosovo,OWID_KOS,2023-05-31,-16.02
Kosovo,OWID_KOS,2023-06-30,-19.44
Kosovo,OWID_KOS,2023-07-31,-8.31
Kosovo,OWID_KOS,2023-08-31,-13.79
Kosovo,OWID_KOS,2023-09-30,-12.56
Kuwait,KWT,2020-01-31,-17.01
Kuwait,KWT,2020-02-29,1.54
Kuwait,KWT,2020-03-31,0.09
Kuwait,KWT,2020-04-30,18.78
Kuwait,KWT,2020-05-31,125.93
Kuwait,KWT,2020-06-30,111.04
Kuwait,KWT,2020-07-31,79.4
Kuwait,KWT,2020-08-31,61.79
Kuwait,KWT,2020-09-30,55.01
Kuwait,KWT,2020-10-31,56.91
Kuwait,KWT,2020-11-30,40.57
Kuwait,KWT,2020-12-31,14.51
Kuwait,KWT,2021-01-31,3.33
Kuwait,KWT,2021-02-28,21.71
Kuwait,KWT,2021-03-31,58.81
Kuwait,KWT,2021-04-30,80.41
Kuwait,KWT,2021-05-31,61.45
Kuwait,KWT,2021-06-30,71.2
Kuwait,KWT,2021-07-31,143.01
Kuwait,KWT,2021-08-31,96.3
Kuwait,KWT,2021-09-30,26.37
Kuwait,KWT,2021-10-31,1.18
Kuwait,KWT,2021-11-30,-3.94
Kuwait,KWT,2021-12-31,-2.92
Kuwait,KWT,2022-01-31,15.18
Kuwait,KWT,2022-02-28,34.89
Kuwait,KWT,2022-03-31,1.39
Kuwait,KWT,2022-04-30,-5.32
Kuwait,KWT,2022-05-31,-3.72
Kuwait,KWT,2022-06-30,1.69
Kuwait,KWT,2022-07-31,3.89
Kuwait,KWT,2022-08-31,8.07
Kuwait,KWT,2022-09-30,-6.76
Kuwait,KWT,2022-10-31,1.35
Kuwait,KWT,2022-11-30,-4.68
Kuwait,KWT,2022-12-31,-6.48
Kyrgyzstan,KGZ,2020-01-31,4.02
Kyrgyzstan,KGZ,2020-02-29,14.21
Kyrgyzstan,KGZ,2020-03-31,-11.82
Kyrgyzstan,KGZ,2020-04-30,-52.1
Kyrgyzstan,KGZ,2020-05-31,6.84
Kyrgyzstan,KGZ,2020-06-30,38.69
Kyrgyzstan,KGZ,2020-07-31,42.65
Kyrgyzstan,KGZ,2020-08-31,76.77
Kyrgyzstan,KGZ,2020-09-30,37.36
Kyrgyzstan,KGZ,2020-10-31,25.9
Kyrgyzstan,KGZ,2020-11-30,53.42
Kyrgyzstan,KGZ,2020-12-31,41.21
Kyrgyzstan,KGZ,2021-01-31,1.86
Kyrgyzstan,KGZ,2021-02-28,4.43
Kyrgyzstan,KGZ,2021-03-31,17
Kyrgyzstan,KGZ,2021-04-30,15.98
Kyrgyzstan,KGZ,2021-05-31,6.12
Kyrgyzstan,KGZ,2021-06-30,33.04
Kyrgyzstan,KGZ,2021-07-31,36.66
Kyrgyzstan,KGZ,2021-08-31,49
Kyrgyzstan,KGZ,2021-09-30,34.77
Kyrgyzstan,KGZ,2021-10-31,21.1
Kyrgyzstan,KGZ,2021-11-30,26.24
Kyrgyzstan,KGZ,2021-12-31,20.2
Kyrgyzstan,KGZ,2022-01-31,-1.15
Kyrgyzstan,KGZ,2022-02-28,20.01
Kyrgyzstan,KGZ,2022-03-31,11.43
Kyrgyzstan,KGZ,2022-04-30,-0.39
Kyrgyzstan,KGZ,2022-05-31,-13.71
Kyrgyzstan,KGZ,2022-06-30,-0.98
Kyrgyzstan,KGZ,2022-07-31,-14.37
Kyrgyzstan,KGZ,2022-08-31,70.38
Kyrgyzstan,KGZ,2022-09-30,15.44
Kyrgyzstan,KGZ,2022-10-31,-37.75
Kyrgyzstan,KGZ,2022-11-30,-64.86
Kyrgyzstan,KGZ,2022-12-31,7.15
Kyrgyzstan,KGZ,2023-01-31,-2.02
Kyrgyzstan,KGZ,2023-02-28,2.51
Kyrgyzstan,KGZ,2023-03-31,4.24
Kyrgyzstan,KGZ,2023-04-30,-15.18
Kyrgyzstan,KGZ,2023-05-31,1.35
Kyrgyzstan,KGZ,2023-06-30,4.58
Kyrgyzstan,KGZ,2023-07-31,-6.29
Kyrgyzstan,KGZ,2023-08-31,7.3
Kyrgyzstan,KGZ,2023-09-30,-1.9
Kyrgyzstan,KGZ,2023-10-31,2.31
Latvia,LVA,2020-01-05,-0.33
Latvia,LVA,2020-01-12,-3.49
Latvia,LVA,2020-01-19,-13.91
Latvia,LVA,2020-01-26,-8.66
Latvia,LVA,2020-02-02,-6.45
Latvia,LVA,2020-02-09,-8.09
Latvia,LVA,2020-02-16,-8.98
Latvia,LVA,2020-02-23,-12.08
Latvia,LVA,2020-03-01,-15.94
Latvia,LVA,2020-03-08,-17.35
Latvia,LVA,2020-03-15,-6.41
Latvia,LVA,2020-03-22,-8.51
Latvia,LVA,2020-03-29,-9.68
Latvia,LVA,2020-04-05,-0.8
Latvia,LVA,2020-04-12,-0.25
Latvia,LVA,2020-04-19,-5.65
Latvia,LVA,2020-04-26,2.71
Latvia,LVA,2020-05-03,3.65
Latvia,LVA,2020-05-10,-15.2
Latvia,LVA,2020-05-17,12.07
Latvia,LVA,2020-05-24,4.47
Latvia,LVA,2020-05-31,-2.5
Latvia,LVA,2020-06-07,1.86
Latvia,LVA,2020-06-14,10.43
Latvia,LVA,2020-06-21,-1.57
Latvia,LVA,2020-06-28,13.68
Latvia,LVA,2020-07-05,5.52
Latvia,LVA,2020-07-12,-5.68
Latvia,LVA,2020-07-19,0.46
Latvia,LVA,2020-07-26,0.86
Latvia,LVA,2020-08-02,1.02
Latvia,LVA,2020-08-09,6.41
Latvia,LVA,2020-08-16,7.64
Latvia,LVA,2020-08-23,8.3
Latvia,LVA,2020-08-30,-0.13
Latvia,LVA,2020-09-06,2.56
Latvia,LVA,2020-09-13,-3.02
Latvia,LVA,2020-09-20,-2.21
Latvia,LVA,2020-09-27,2.52
Latvia,LVA,2020-10-04,2.41
Latvia,LVA,2020-10-11,-1.44
Latvia,LVA,2020-10-18,5.05
Latvia,LVA,2020-10-25,11.69
Latvia,LVA,2020-11-01,5.04
Latvia,LVA,2020-11-08,10.54
Latvia,LVA,2020-11-15,9.79
Latvia,LVA,2020-11-22,13.21
Latvia,LVA,2020-11-29,16.52
Latvia,LVA,2020-12-06,23.71
Latvia,LVA,2020-12-13,31.08
Latvia,LVA,2020-12-20,25.34
Latvia,LVA,2020-12-27,42.11
Latvia,LVA,2021-01-03,28.77
Latvia,LVA,2021-01-10,39.4
Latvia,LVA,2021-01-17,35.25
Latvia,LVA,2021-01-24,27.94
Latvia,LVA,2021-01-31,30.7
Latvia,LVA,2021-02-07,28.31
Latvia,LVA,2021-02-14,22.54
Latvia,LVA,2021-02-21,14.35
Latvia,LVA,2021-02-28,8.58
Latvia,LVA,2021-03-07,-2.71
Latvia,LVA,2021-03-14,-0.16
Latvia,LVA,2021-03-21,8.01
Latvia,LVA,2021-03-28,-1.41
Latvia,LVA,2021-04-04,4.16
Latvia,LVA,2021-04-11,-2.65
Latvia,LVA,2021-04-18,5.3
Latvia,LVA,2021-04-25,11.17
Latvia,LVA,2021-05-02,17.32
Latvia,LVA,2021-05-09,21.51
Latvia,LVA,2021-05-16,23.54
Latvia,LVA,2021-05-23,16.8
Latvia,LVA,2021-05-30,11.59
Latvia,LVA,2021-06-06,10.34
Latvia,LVA,2021-06-13,29.71
Latvia,LVA,2021-06-20,11.63
Latvia,LVA,2021-06-27,37.36
Latvia,LVA,2021-07-04,26.07
Latvia,LVA,2021-07-11,21.04
Latvia,LVA,2021-07-18,26.91
Latvia,LVA,2021-07-25,-1.57
Latvia,LVA,2021-08-01,13.25
Latvia,LVA,2021-08-08,13.67
Latvia,LVA,2021-08-15,5.89
Latvia,LVA,2021-08-22,14.16
Latvia,LVA,2021-08-29,3.29
Latvia,LVA,2021-09-05,13.54
Latvia,LVA,2021-09-12,29.66
Latvia,LVA,2021-09-19,13.65
Latvia,LVA,2021-09-26,25.91
Latvia,LVA,2021-10-03,25.67
Latvia,LVA,2021-10-10,25.99
Latvia,LVA,2021-10-17,51.85
Latvia,LVA,2021-10-24,75.26
Latvia,LVA,2021-10-31,79.74
Latvia,LVA,2021-11-07,74.97
Latvia,LVA,2021-11-14,78.14
Latvia,LVA,2021-11-21,61.97
Latvia,LVA,2021-11-28,37.6
Latvia,LVA,2021-12-05,29.17
Latvia,LVA,2021-12-12,29.46
Latvia,LVA,2021-12-19,21.3
Latvia,LVA,2021-12-26,15.34
Latvia,LVA,2022-01-02,22.35
Latvia,LVA,2022-01-09,13.94
Latvia,LVA,2022-01-16,11.9
Latvia,LVA,2022-01-23,5.31
Latvia,LVA,2022-01-30,-2.31
Latvia,LVA,2022-02-06,12.65
Latvia,LVA,2022-02-13,17.13
Latvia,LVA,2022-02-20,22.2
Latvia,LVA,2022-02-27,9.32
Latvia,LVA,2022-03-06,13.36
Latvia,LVA,2022-03-13,6.95
Latvia,LVA,2022-03-20,18.92
Latvia,LVA,2022-03-27,12.48
Latvia,LVA,2022-04-03,4.4
Latvia,LVA,2022-04-10,5.27
Latvia,LVA,2022-04-17,0.76
Latvia,LVA,2022-04-24,4.05
Latvia,LVA,2022-05-01,4.54
Latvia,LVA,2022-05-08,5.03
Latvia,LVA,2022-05-15,-0.09
Latvia,LVA,2022-05-22,2.87
Latvia,LVA,2022-05-29,3.08
Latvia,LVA,2022-06-05,3.05
Latvia,LVA,2022-06-12,6.7
Latvia,LVA,2022-06-19,8.34
Latvia,LVA,2022-06-26,6.47
Latvia,LVA,2022-07-03,22.77
Latvia,LVA,2022-07-10,-3.37
Latvia,LVA,2022-07-17,-3.37
Latvia,LVA,2022-07-24,-3.64
Latvia,LVA,2022-07-31,6.99
Latvia,LVA,2022-08-07,10.28
Latvia,LVA,2022-08-14,7.7
Latvia,LVA,2022-08-21,16.99
Latvia,LVA,2022-08-28,1.71
Latvia,LVA,2022-09-04,3.65
Latvia,LVA,2022-09-11,10.92
Latvia,LVA,2022-09-18,6.66
Latvia,LVA,2022-09-25,9.06
Latvia,LVA,2022-10-02,12.33
Latvia,LVA,2022-10-09,10.94
Latvia,LVA,2022-10-16,14.35
Latvia,LVA,2022-10-23,3.9
Latvia,LVA,2022-10-30,9
Latvia,LVA,2022-11-06,0.09
Latvia,LVA,2022-11-13,0.98
Latvia,LVA,2022-11-20,13.31
Latvia,LVA,2022-11-27,11.56
Latvia,LVA,2022-12-04,7.48
Latvia,LVA,2022-12-11,10.99
Latvia,LVA,2022-12-18,25.72
Latvia,LVA,2022-12-25,21.52
Latvia,LVA,2023-01-01,37.34
Latvia,LVA,2023-01-08,18.75
Latvia,LVA,2023-01-15,22.25
Latvia,LVA,2023-01-22,3.13
Latvia,LVA,2023-01-29,-1.58
Latvia,LVA,2023-02-05,-2.79
Latvia,LVA,2023-02-12,-1.38
Latvia,LVA,2023-02-19,3.77
Latvia,LVA,2023-02-26,0.74
Latvia,LVA,2023-03-05,-9.45
Latvia,LVA,2023-03-12,-11.92
Latvia,LVA,2023-03-19,-14.24
Latvia,LVA,2023-03-26,-4.7
Latvia,LVA,2023-04-02,-16.31
Latvia,LVA,2023-04-09,-10.99
Latvia,LVA,2023-04-16,-2.37
Latvia,LVA,2023-04-23,9.35
Latvia,LVA,2023-04-30,0.7
Latvia,LVA,2023-05-07,3.32
Latvia,LVA,2023-05-14,-3.62
Latvia,LVA,2023-05-21,-1.49
Latvia,LVA,2023-05-28,-10.42
Latvia,LVA,2023-06-04,-4.47
Latvia,LVA,2023-06-11,-7.71
Latvia,LVA,2023-06-18,9.97
Latvia,LVA,2023-06-25,3.09
Latvia,LVA,2023-07-02,0.72
Latvia,LVA,2023-07-09,-13.68
Latvia,LVA,2023-07-16,-13.44
Latvia,LVA,2023-07-23,-9.2
Latvia,LVA,2023-07-30,-11.33
Latvia,LVA,2023-08-06,-2.06
Latvia,LVA,2023-08-13,2.44
Latvia,LVA,2023-08-20,2.98
Latvia,LVA,2023-08-27,-7.73
Latvia,LVA,2023-09-03,-6.75
Latvia,LVA,2023-09-10,-2.79
Latvia,LVA,2023-09-17,-2.23
Latvia,LVA,2023-09-24,-3.85
Latvia,LVA,2023-10-01,-6.34
Lebanon,LBN,2020-01-31,14.44
Lebanon,LBN,2020-02-29,9.17
Lebanon,LBN,2020-03-31,-8.62
Lebanon,LBN,2020-04-30,-11.13
Lebanon,LBN,2020-05-31,3.58
Lebanon,LBN,2020-06-30,-4.62
Lebanon,LBN,2020-07-31,2.35
Lebanon,LBN,2020-08-31,14.55
Lebanon,LBN,2020-09-30,27.7
Lebanon,LBN,2020-10-31,29.69
Lebanon,LBN,2020-11-30,43.53
Lebanon,LBN,2020-12-31,53.58
Lebanon,LBN,2021-01-31,68.15
Lebanon,LBN,2021-02-28,72.06
Lebanon,LBN,2021-03-31,75.4
Lebanon,LBN,2021-04-30,61.74
Lebanon,LBN,2021-05-31,9.91
Lebanon,LBN,2021-06-30,-0.86
Lebanon,LBN,2021-07-31,8.14
Lebanon,LBN,2021-08-31,31.48
Lebanon,LBN,2021-09-30,35.36
Lebanon,LBN,2021-10-31,3.76
Lebanon,LBN,2021-11-30,27.44
Lebanon,LBN,2021-12-31,48.02
Liechtenstein,LIE,2020-01-31,-25.78
Liechtenstein,LIE,2020-02-29,44.23
Liechtenstein,LIE,2020-03-31,-17.86
Liechtenstein,LIE,2020-04-30,5.77
Liechtenstein,LIE,2020-05-31,10.53
Liechtenstein,LIE,2020-06-30,-10
Liechtenstein,LIE,2020-07-31,-14.41
Liechtenstein,LIE,2020-08-31,-0.86
Liechtenstein,LIE,2020-09-30,40.19
Liechtenstein,LIE,2020-10-31,0
Liechtenstein,LIE,2020-11-30,72.57
Liechtenstein,LIE,2020-12-31,132.14
Liechtenstein,LIE,2021-01-31,20.16
Liechtenstein,LIE,2021-02-28,9.52
Liechtenstein,LIE,2021-03-31,-43.26
Liechtenstein,LIE,2021-04-30,38.1
Liechtenstein,LIE,2021-05-31,25
Liechtenstein,LIE,2021-06-30,-45.54
Liechtenstein,LIE,2021-07-31,16.07
Liechtenstein,LIE,2021-08-31,-14.53
Liechtenstein,LIE,2021-09-30,-16.67
Liechtenstein,LIE,2021-10-31,-13.79
Liechtenstein,LIE,2021-11-30,9.65
Liechtenstein,LIE,2021-12-31,23.89
Liechtenstein,LIE,2022-01-31,34.62
